user_id,region,marriage_counts,adults_numbers_family,expect_income,has_creditcard,totalemployed_months,activeusers_family,credit_rating
78750,4,3,3,6,0,12,1,9
78751,5,4,1,5,1,31,3,0
78752,12,0,2,5,0,9,1,9
78753,0,0,1,2,0,28,1,9
78754,9,1,3,0,0,11,3,9
78755,7,2,2,3,0,36,1,5
78756,11,2,1,7,0,51,1,0
78757,11,3,2,6,1,26,1,34
78758,10,3,2,3,0,16,2,9
78759,12,1,3,1,0,16,1,3
78760,12,0,2,4,0,23,1,1
78761,0,0,1,1,0,17,1,9
78762,13,2,2,6,0,6,1,8
78763,9,3,2,0,0,20,2,6
78764,0,0,1,4,0,16,1,1
78765,14,2,1,1,0,15,1,2
78766,0,0,1,5,1,29,1,3
78767,2,1,4,5,0,35,1,2
78768,10,1,6,7,0,19,1,9
78769,6,3,1,5,1,13,1,3
78770,7,1,2,6,0,33,1,0
78771,9,2,5,3,0,15,1,1
78772,14,0,1,6,0,8,1,9
78773,0,3,1,5,1,16,2,9
78774,7,4,1,3,0,12,2,3
78775,5,4,1,6,0,33,2,3
78776,15,3,1,8,0,18,1,8
78777,0,1,2,7,0,55,2,0
78778,4,0,2,5,0,17,2,8
78779,5,3,2,4,0,23,1,4
78780,14,2,2,6,1,9,1,9
78781,8,3,1,2,0,24,1,14
78782,3,1,2,3,0,29,2,8
78783,4,1,1,2,0,23,1,4
78784,7,1,2,4,0,16,1,0
78785,5,0,1,3,0,8,1,8
78786,5,2,3,1,1,11,1,24
78787,14,2,1,2,0,17,1,7
78788,6,3,2,5,1,18,2,9
78789,2,1,3,6,0,26,1,21
78790,12,1,2,2,0,32,1,13
78791,3,3,2,6,1,36,1,3
78792,15,1,1,7,0,31,1,1
78793,10,3,1,5,1,26,1,2
78794,0,1,3,6,0,9,1,15
78795,7,0,2,6,0,42,1,0
78796,9,1,1,1,0,8,1,18
78797,16,1,2,8,0,19,2,4
78798,10,1,3,8,0,13,1,9
78799,12,3,1,1,0,19,2,4
78800,15,3,1,5,1,12,1,1
78801,15,1,3,6,0,14,1,8
78802,16,1,2,5,0,23,1,0
78803,6,3,1,5,1,13,1,7
78804,1,3,1,5,0,15,1,13
78805,12,3,1,5,0,15,1,9
78806,18,3,3,4,0,8,1,9
78807,11,2,1,0,0,19,1,10
78808,3,1,5,7,0,13,1,1
78809,9,2,4,9,0,14,1,9
78810,13,1,2,7,0,35,1,16
78811,3,1,2,5,0,23,2,3
78812,13,2,1,0,0,13,1,9
78813,9,3,3,5,1,17,1,4
78814,9,3,2,5,1,7,2,4
78815,16,0,1,1,0,20,1,7
78816,1,3,1,5,1,15,2,4
78817,3,1,3,9,0,23,1,7
78818,3,0,4,4,0,11,1,9
78819,14,0,2,6,0,15,1,24
78820,4,1,2,6,0,16,1,5
78821,10,1,2,4,0,21,1,4
78822,10,3,2,5,0,25,1,0
78823,16,0,1,4,0,24,1,0
78824,1,0,2,6,0,26,2,7
78825,16,1,5,9,0,6,2,9
78826,5,1,3,5,0,55,3,4
78827,15,0,2,5,0,12,1,7
78828,3,3,1,5,1,29,1,0
78829,6,0,4,6,0,54,1,0
78830,10,3,1,5,1,29,1,0
78831,10,1,4,6,0,12,1,7
78832,5,1,2,3,0,12,1,9
78833,6,1,2,4,1,17,1,1
78834,11,1,1,3,0,32,1,4
78835,8,2,1,6,0,11,1,20
78836,13,0,1,7,0,37,2,0
78837,9,4,1,3,0,12,1,2
78838,2,2,1,0,1,7,1,6
78839,0,3,1,5,0,10,2,8
78840,16,3,1,5,1,8,1,15
78841,9,3,2,7,0,7,2,9
78842,11,2,1,4,0,14,1,8
78843,11,0,3,5,0,18,2,9
78844,12,4,1,7,0,38,2,0
78845,6,1,2,6,0,25,1,3
78846,12,3,1,5,1,28,1,24
78847,7,1,3,6,0,15,1,5
78848,7,3,1,5,1,9,1,8
78849,12,1,3,9,0,20,3,0
78850,6,0,1,5,0,17,1,9
78851,0,3,1,5,1,11,1,1
78852,12,1,6,6,0,13,2,7
78853,3,1,2,9,0,23,3,9
78854,7,3,1,5,0,28,1,1
78855,12,3,3,5,1,13,3,9
78856,8,2,1,1,0,18,1,5
78857,12,3,1,5,1,7,1,1
78858,17,1,2,7,0,7,1,1
78859,11,2,1,1,0,6,1,24
78860,5,1,2,4,0,32,2,1
78861,9,2,1,0,0,13,1,6
78862,4,2,3,8,0,27,2,0
78863,13,2,1,5,0,14,1,7
78864,2,2,3,7,0,12,1,4
78865,12,1,2,5,0,17,1,3
78866,13,0,2,6,0,8,1,4
78867,12,1,4,6,0,8,2,9
78868,0,2,3,7,0,26,1,6
78869,9,3,1,6,0,13,1,1
78870,9,2,2,0,0,13,2,8
78871,3,1,4,7,0,12,1,8
78872,18,3,2,5,1,7,2,4
78873,1,3,1,8,0,16,1,8
78874,14,4,1,6,1,11,1,4
78875,15,1,4,6,0,31,1,3
78876,11,1,3,9,0,19,2,9
78877,10,0,1,6,0,10,3,15
78878,0,1,1,6,0,7,2,0
78879,7,1,5,3,0,29,1,0
78880,7,1,2,5,0,17,2,2
78881,6,1,3,8,0,24,1,0
78882,11,0,1,8,0,17,1,9
78883,8,4,1,5,0,25,1,4
78884,7,3,1,5,1,29,1,5
78885,1,1,2,4,0,21,2,9
78886,13,1,2,6,0,20,1,1
78887,7,1,4,4,0,16,1,9
78888,18,1,4,6,0,41,2,0
78889,14,1,5,7,0,7,1,9
78890,15,2,2,3,0,35,3,0
78891,9,3,1,5,1,11,1,1
78892,5,1,2,6,0,27,2,9
78893,4,1,2,1,0,11,1,12
78894,18,0,1,3,0,33,2,1
78895,17,3,1,5,1,12,1,7
78896,1,0,2,6,0,8,1,6
78897,12,3,1,5,1,10,1,9
78898,12,0,2,1,0,14,1,1
78899,12,1,4,9,0,14,2,9
78900,4,1,2,6,0,13,1,4
78901,4,0,4,5,0,19,1,9
78902,5,1,6,9,0,15,1,4
78903,11,1,4,6,0,9,1,8
78904,16,3,1,5,1,7,1,1
78905,9,3,2,5,1,23,2,4
78906,12,1,2,9,0,27,1,9
78907,4,2,1,0,0,14,1,19
78908,1,3,2,8,0,19,1,9
78909,1,2,1,5,0,37,1,0
78910,9,3,1,0,0,22,1,8
78911,6,2,3,0,0,11,3,8
78912,0,2,2,0,0,11,2,8
78913,15,0,1,9,0,7,1,9
78914,0,3,1,5,1,15,1,13
78915,12,3,2,5,1,19,2,9
78916,13,2,2,7,0,41,2,0
78917,13,0,1,6,0,23,2,9
78918,5,0,4,3,0,24,1,0
78919,1,3,1,4,0,23,1,7
78920,2,2,1,1,0,32,1,1
78921,4,2,1,5,0,10,2,5
78922,14,2,1,0,0,22,1,4
78923,3,2,3,5,0,7,1,9
78924,0,1,2,8,0,21,2,22
78925,12,0,2,7,0,15,1,7
78926,12,0,4,9,0,37,1,0
78927,15,3,1,5,1,20,1,4
78928,15,2,2,5,0,18,1,15
78929,14,3,2,4,0,28,1,15
78930,16,0,1,1,0,22,1,5
78931,12,1,3,7,0,15,1,9
78932,5,1,3,3,0,37,1,4
78933,16,1,1,1,0,9,1,24
78934,3,3,1,5,0,16,1,6
78935,9,3,1,5,1,12,2,9
78936,11,1,2,4,0,46,1,0
78937,18,3,2,7,0,33,1,17
78938,10,3,1,5,1,22,1,1
78939,13,0,1,5,0,11,1,4
78940,2,1,1,4,0,9,1,9
78941,14,2,4,7,0,12,1,4
78942,7,3,1,5,1,11,1,7
78943,11,1,2,2,0,6,1,9
78944,6,2,3,5,0,18,1,6
78945,12,2,2,6,0,11,1,4
78946,16,0,1,4,1,12,2,9
78947,15,3,1,0,0,18,1,6
78948,1,3,1,0,0,13,1,4
78949,5,1,3,7,0,30,2,0
78950,7,2,2,6,0,43,1,2
78951,2,1,2,5,0,10,1,9
78952,1,3,2,5,1,19,2,7
78953,0,0,5,5,0,33,1,0
78954,12,2,1,0,0,16,1,7
78955,18,1,1,3,1,17,1,4
78956,16,2,2,6,0,28,1,9
78957,9,1,2,9,0,10,1,6
78958,5,1,1,6,0,17,1,6
78959,14,1,5,6,0,46,2,3
78960,1,0,2,6,0,15,2,9
78961,13,3,1,5,1,9,1,9
78962,9,3,1,5,1,7,1,18
78963,18,3,2,7,0,19,2,4
78964,8,0,1,6,0,8,1,1
78965,9,0,1,5,0,12,1,7
78966,18,0,3,3,0,12,2,9
78967,12,1,6,9,0,33,4,9
78968,16,3,2,6,0,10,1,7
78969,1,3,1,5,1,15,1,0
78970,7,2,2,6,0,37,1,0
78971,1,2,1,0,0,16,1,3
78972,7,0,2,6,0,12,1,5
78973,1,0,1,3,0,10,1,3
78974,10,1,5,6,0,7,2,9
78975,0,1,1,9,0,22,1,9
78976,2,3,2,6,0,36,1,0
78977,7,0,3,0,0,23,3,9
78978,2,3,1,1,1,6,1,14
78979,0,3,2,6,1,11,1,7
78980,2,0,3,5,0,24,1,9
78981,8,2,1,0,1,11,1,7
78982,11,1,1,3,0,15,1,6
78983,10,1,2,9,0,12,3,0
78984,12,1,4,7,0,7,1,24
78985,0,3,1,5,1,7,1,31
78986,12,4,1,9,0,13,1,4
78987,15,1,1,5,0,9,2,9
78988,18,1,2,9,0,42,1,0
78989,7,0,1,1,0,8,1,7
78990,15,4,1,8,0,25,1,5
78991,5,0,6,9,0,24,4,0
78992,9,1,2,0,0,19,1,4
78993,16,1,1,6,0,23,1,9
78994,5,2,1,2,0,11,1,5
78995,9,1,2,6,0,13,1,7
78996,0,3,1,5,1,25,1,1
78997,12,3,1,5,1,12,1,26
78998,7,0,3,6,0,11,1,9
78999,5,1,1,0,1,16,1,6
79000,2,1,1,8,0,19,1,9
79001,0,3,1,1,0,8,1,3
79002,9,1,3,7,0,13,3,9
79003,3,1,4,6,0,11,2,9
79004,4,1,1,9,0,43,1,0
79005,11,1,6,7,0,15,1,9
79006,13,1,1,6,0,41,1,2
79007,11,3,2,5,1,14,2,4
79008,12,2,1,7,0,34,1,2
79009,0,3,2,4,0,28,1,0
79010,12,2,1,0,0,18,1,7
79011,5,3,2,3,0,9,1,4
79012,11,1,4,9,0,46,1,0
79013,7,3,3,5,1,6,3,4
79014,4,1,5,7,0,24,1,9
79015,0,1,2,6,0,11,1,16
79016,1,3,1,1,0,21,1,9
79017,17,3,1,5,1,7,1,15
79018,5,1,1,6,0,22,1,11
79019,9,0,1,4,0,11,2,9
79020,3,0,2,1,0,11,1,9
79021,18,1,3,6,0,35,2,45
79022,11,0,2,1,0,28,1,7
79023,4,1,4,7,0,38,2,0
79024,14,0,1,6,0,15,1,4
79025,15,1,6,7,0,24,1,0
79026,7,1,2,6,0,23,1,2
79027,18,0,2,6,1,28,2,3
79028,9,2,1,0,0,11,1,4
79029,15,4,1,4,0,23,2,4
79030,1,0,3,4,0,24,1,0
79031,2,1,3,9,0,23,2,9
79032,11,3,1,5,1,15,1,7
79033,1,1,1,6,0,16,2,0
79034,12,3,1,5,1,12,1,24
79035,5,3,2,5,1,46,2,4
79036,11,3,1,7,0,12,1,9
79037,18,3,4,6,0,8,2,9
79038,3,3,1,3,0,6,1,7
79039,6,0,2,7,0,45,1,0
79040,7,3,1,2,0,27,1,9
79041,2,0,2,5,0,15,1,9
79042,7,0,4,4,0,15,1,2
79043,12,2,1,0,1,9,1,6
79044,11,3,1,5,1,16,1,24
79045,11,3,1,5,1,23,1,1
79046,9,0,3,5,0,25,1,2
79047,0,1,3,9,0,23,1,0
79048,2,0,5,7,0,33,1,9
79049,15,3,4,5,1,12,4,8
79050,11,1,2,8,0,27,1,28
79051,2,3,1,5,1,12,1,6
79052,5,1,6,7,0,31,2,3
79053,6,3,1,5,1,24,1,10
79054,6,1,1,4,0,12,1,13
79055,0,0,1,1,1,13,1,4
79056,16,3,1,5,1,15,1,7
79057,9,1,1,7,0,13,3,9
79058,2,0,1,1,0,23,1,4
79059,13,1,4,4,0,11,1,9
79060,1,1,2,2,0,11,1,9
79061,16,1,2,8,0,24,1,8
79062,10,1,3,5,0,21,1,6
79063,7,0,1,2,0,25,1,3
79064,11,3,1,5,0,53,1,10
79065,3,3,1,7,0,7,2,7
79066,12,3,2,3,0,13,1,24
79067,2,0,1,4,0,12,2,9
79068,6,3,1,0,0,18,1,14
79069,13,3,1,2,0,15,1,3
79070,18,2,1,1,0,13,1,7
79071,5,2,1,2,0,11,2,6
79072,14,1,3,4,0,10,1,7
79073,2,0,1,2,0,13,1,14
79074,11,3,1,4,0,22,1,0
79075,6,4,1,4,0,14,3,0
79076,13,1,1,6,0,7,1,9
79077,16,3,1,5,1,20,1,7
79078,13,1,2,6,1,10,1,1
79079,6,0,3,7,0,23,1,24
79080,2,3,1,5,1,16,1,7
79081,6,3,1,0,0,10,1,12
79082,0,0,1,1,0,8,1,8
79083,14,1,3,6,0,20,1,34
79084,12,3,4,5,0,32,1,0
79085,7,1,4,9,0,9,2,9
79086,6,1,5,5,0,14,1,1
79087,12,4,1,5,1,36,2,0
79088,9,2,1,1,0,21,1,5
79089,11,1,2,2,0,11,1,7
79090,2,3,1,5,1,12,1,20
79091,15,1,1,7,0,21,1,8
79092,5,3,2,6,0,14,1,4
79093,13,1,3,8,0,14,1,2
79094,8,2,2,0,0,13,2,4
79095,12,3,1,5,1,8,1,24
79096,8,0,4,6,0,12,1,34
79097,12,2,2,2,0,17,1,3
79098,10,2,1,0,0,7,1,15
79099,0,3,3,5,0,13,1,1
79100,7,1,2,2,0,12,1,9
79101,11,2,2,0,0,9,1,5
79102,9,3,1,5,1,13,1,7
79103,11,3,2,6,0,25,2,3
79104,12,3,1,5,1,20,1,4
79105,5,0,3,6,0,9,1,7
79106,3,3,1,0,0,9,1,1
79107,5,2,2,2,0,25,1,3
79108,10,1,1,5,0,30,2,2
79109,15,1,3,6,0,9,1,1
79110,10,2,2,4,0,19,1,3
79111,12,0,2,4,0,17,1,7
79112,12,0,1,4,0,15,1,3
79113,13,0,1,3,0,11,1,11
79114,7,1,3,6,0,33,1,0
79115,0,2,3,0,1,7,1,27
79116,17,0,3,5,0,11,1,9
79117,12,1,3,7,0,22,2,0
79118,15,1,2,8,0,16,1,4
79119,9,1,1,3,0,13,1,6
79120,10,1,1,6,0,9,2,8
79121,12,3,1,2,0,17,1,9
79122,0,0,2,1,0,20,1,8
79123,11,1,4,2,0,15,2,9
79124,5,2,5,6,0,20,2,9
79125,15,3,3,5,0,18,2,9
79126,6,1,2,8,0,24,1,0
79127,18,1,3,6,0,19,3,4
79128,5,0,1,6,1,35,1,0
79129,9,1,2,4,0,11,1,10
79130,10,3,1,8,0,31,2,0
79131,12,1,5,9,0,13,2,9
79132,13,3,1,5,1,49,1,0
79133,10,3,1,5,1,18,1,9
79134,12,1,2,6,0,8,1,1
79135,1,1,6,6,0,15,1,9
79136,8,3,1,5,1,9,1,7
79137,11,0,1,5,0,11,1,9
79138,2,3,1,4,0,7,1,9
79139,12,1,2,6,0,16,1,1
79140,7,2,2,6,0,14,1,1
79141,5,0,2,7,0,18,1,7
79142,7,0,3,4,0,16,1,3
79143,1,3,1,5,1,20,1,7
79144,12,2,1,0,0,19,1,9
79145,5,1,2,6,1,17,1,7
79146,7,0,2,4,0,28,1,20
79147,11,3,4,4,0,11,1,9
79148,16,3,2,7,0,7,2,7
79149,12,2,1,2,0,30,1,15
79150,3,0,3,7,0,26,1,2
79151,11,1,2,4,0,16,1,4
79152,2,3,2,6,0,35,1,0
79153,0,1,6,3,0,13,1,9
79154,14,1,3,6,0,11,1,8
79155,14,2,4,7,0,18,1,9
79156,12,3,1,5,1,25,1,0
79157,10,1,2,6,0,9,1,9
79158,13,1,1,6,0,13,1,4
79159,11,0,1,7,0,31,1,44
79160,5,3,1,3,0,14,1,8
79161,3,0,1,4,0,12,1,9
79162,0,1,1,6,0,36,1,15
79163,12,3,1,5,0,35,1,0
79164,11,0,1,6,0,24,1,0
79165,4,4,1,6,0,6,1,9
79166,15,1,1,2,1,37,1,1
79167,6,2,2,0,0,16,2,9
79168,3,1,1,5,0,26,2,0
79169,4,1,1,5,0,23,1,3
79170,8,0,1,2,0,13,1,3
79171,12,2,5,4,0,17,1,4
79172,2,0,5,6,0,9,3,9
79173,11,3,1,5,1,23,1,1
79174,12,1,2,5,0,31,1,8
79175,11,2,1,0,0,21,1,8
79176,10,3,1,5,1,13,1,4
79177,14,3,1,5,1,20,1,10
79178,8,0,4,3,0,10,1,7
79179,16,0,2,7,1,7,2,34
79180,0,0,4,5,0,33,1,16
79181,12,3,1,5,1,26,1,4
79182,2,3,5,6,0,23,3,0
79183,9,0,3,5,0,24,1,3
79184,11,3,2,6,0,18,2,9
79185,6,0,5,5,0,16,1,9
79186,6,3,1,5,1,7,1,7
79187,4,0,1,5,0,24,1,0
79188,0,0,2,7,0,31,1,2
79189,12,3,2,5,1,22,2,0
79190,11,3,2,5,1,10,2,9
79191,8,0,4,8,0,44,1,0
79192,14,3,1,5,1,23,1,9
79193,14,1,3,6,0,9,2,3
79194,11,0,3,7,0,21,1,6
79195,13,3,1,5,1,13,1,7
79196,12,3,1,5,1,29,1,1
79197,3,0,2,6,0,46,1,0
79198,0,1,4,8,0,11,1,24
79199,10,3,2,5,1,21,2,7
79200,15,3,2,6,0,21,1,9
79201,4,2,1,0,0,12,1,9
79202,6,2,1,5,0,20,1,7
79203,12,2,4,9,0,26,1,0
79204,18,3,1,5,1,10,1,12
79205,12,0,1,2,0,9,1,7
79206,13,1,2,3,0,24,1,1
79207,2,2,1,7,0,10,1,9
79208,10,2,1,0,0,11,1,7
79209,1,3,1,3,0,11,1,6
79210,3,3,2,5,1,18,2,7
79211,14,4,1,8,0,40,1,14
79212,0,3,4,3,0,21,1,9
79213,9,1,5,1,0,29,2,0
79214,15,3,1,5,1,7,1,1
79215,12,3,1,5,1,13,1,7
79216,8,4,1,8,1,9,2,9
79217,5,2,1,0,0,16,1,6
79218,7,1,3,5,0,43,1,0
79219,12,3,4,4,0,8,1,8
79220,3,0,3,5,0,12,1,3
79221,13,1,2,8,0,20,1,7
79222,6,1,3,6,0,7,2,9
79223,15,3,1,5,1,7,1,38
79224,6,0,2,3,0,15,1,9
79225,17,0,1,5,0,30,1,0
79226,11,3,1,5,1,10,1,9
79227,17,3,2,5,1,12,2,9
79228,18,1,1,5,0,19,2,4
79229,5,0,2,2,0,20,5,0
79230,13,2,3,3,0,18,2,8
79231,5,2,3,3,0,22,1,4
79232,15,4,1,7,1,10,1,9
79233,18,3,1,4,1,6,1,24
79234,7,1,3,9,0,19,2,9
79235,4,0,1,3,0,16,1,11
79236,3,1,1,3,0,10,1,9
79237,12,3,1,3,0,11,1,7
79238,3,1,2,9,0,16,1,7
79239,15,1,3,9,0,20,2,4
79240,4,2,2,2,0,38,1,2
79241,13,3,1,5,1,23,1,6
79242,15,3,1,6,0,34,1,3
79243,16,0,4,6,0,25,1,9
79244,9,2,2,2,0,20,1,9
79245,12,0,2,8,0,11,1,9
79246,13,1,4,4,0,21,1,28
79247,7,3,1,5,1,23,1,1
79248,10,1,5,8,0,19,1,9
79249,2,3,1,5,1,14,1,1
79250,6,0,2,0,0,11,2,9
79251,10,0,2,5,0,9,2,6
79252,3,2,1,0,0,18,1,8
79253,11,4,1,6,0,18,1,24
79254,17,0,1,5,0,11,1,17
79255,10,2,2,4,0,11,1,22
79256,10,1,2,8,0,27,1,0
79257,11,1,3,6,0,24,1,3
79258,2,3,2,3,0,22,1,1
79259,0,1,2,5,1,7,1,15
79260,10,3,1,5,1,12,1,24
79261,9,3,1,5,1,17,1,4
79262,8,1,5,4,0,20,1,9
79263,7,3,2,1,1,20,0,17
79264,17,1,5,8,0,13,1,9
79265,3,3,2,4,0,22,1,4
79266,10,2,4,6,0,16,1,11
79267,11,0,1,6,0,24,1,1
79268,15,0,1,7,1,29,1,4
79269,13,3,1,3,0,17,1,5
79270,8,2,1,0,0,21,1,12
79271,2,3,1,0,0,44,1,0
79272,8,2,1,0,0,37,1,2
79273,5,3,2,4,0,45,1,0
79274,12,1,3,5,0,42,1,0
79275,17,1,3,6,0,9,1,9
79276,2,4,1,3,0,8,2,9
79277,17,1,4,4,0,11,1,9
79278,1,4,1,8,0,19,1,9
79279,4,3,1,5,1,20,1,7
79280,8,1,2,8,0,33,1,1
79281,12,2,2,7,0,24,1,9
79282,0,2,1,4,0,11,1,6
79283,8,1,4,7,0,15,3,0
79284,15,1,3,7,0,7,5,9
79285,17,1,3,7,0,28,1,0
79286,12,2,3,7,0,15,1,9
79287,3,1,2,6,0,11,1,9
79288,11,1,1,3,0,18,1,6
79289,12,0,1,3,0,13,1,7
79290,13,3,1,5,1,6,1,1
79291,1,0,3,4,0,11,1,3
79292,18,3,2,5,0,31,1,0
79293,6,1,3,2,0,13,1,7
79294,17,1,6,7,0,20,3,0
79295,6,4,1,5,0,26,1,0
79296,4,3,1,1,0,11,1,6
79297,7,3,1,5,1,9,1,1
79298,5,3,1,2,1,40,2,3
79299,0,0,2,9,0,19,1,9
79300,10,3,1,5,1,20,1,5
79301,11,1,3,5,0,14,3,0
79302,17,3,2,1,0,7,1,17
79303,11,3,1,5,1,12,1,4
79304,13,0,1,6,0,16,1,7
79305,12,1,2,7,0,19,1,7
79306,4,1,3,7,0,11,1,9
79307,11,1,2,6,0,24,2,8
79308,15,0,3,7,0,17,2,7
79309,2,3,1,2,0,12,1,4
79310,3,3,1,5,1,10,1,24
79311,11,3,2,5,1,14,2,3
79312,18,3,1,6,1,22,1,4
79313,11,1,2,9,0,42,1,3
79314,7,4,1,8,0,17,1,4
79315,6,1,2,5,0,13,1,9
79316,3,3,1,5,0,33,1,1
79317,6,3,4,9,0,21,2,0
79318,14,1,3,5,0,26,1,4
79319,11,1,2,7,0,12,1,9
79320,4,2,1,3,1,9,1,4
79321,5,3,4,6,0,16,1,7
79322,12,3,1,5,1,8,1,7
79323,9,3,1,5,1,10,1,9
79324,12,0,1,5,0,15,1,9
79325,8,1,1,5,1,20,1,9
79326,2,3,1,0,0,8,1,15
79327,12,1,1,7,0,7,1,17
79328,2,0,2,3,0,15,1,4
79329,7,3,1,5,1,19,1,11
79330,2,1,5,5,0,19,1,9
79331,17,3,1,5,1,17,1,4
79332,12,0,1,6,0,43,2,0
79333,0,3,2,7,0,13,1,9
79334,16,4,1,6,0,11,1,4
79335,9,1,3,5,0,12,1,9
79336,2,3,1,5,1,20,1,7
79337,12,3,1,3,0,20,1,9
79338,16,4,1,5,0,13,2,11
79339,8,0,4,0,0,24,1,9
79340,11,3,3,6,0,13,1,9
79341,8,3,1,5,1,16,1,9
79342,4,0,1,3,0,20,1,9
79343,3,1,1,3,0,13,1,8
79344,2,1,2,8,0,29,3,0
79345,11,2,2,6,0,23,1,6
79346,0,3,1,5,1,20,1,5
79347,5,1,1,1,0,11,1,0
79348,14,3,1,5,1,15,1,16
79349,7,3,2,3,0,9,1,9
79350,11,0,1,1,0,6,1,2
79351,18,2,2,9,0,11,3,9
79352,11,1,1,3,0,20,2,2
79353,10,3,2,5,1,16,2,10
79354,9,3,1,5,1,11,1,9
79355,10,1,2,5,0,29,1,0
79356,7,3,2,5,1,6,2,7
79357,1,0,4,2,0,8,1,8
79358,0,0,1,7,0,28,1,35
79359,15,2,2,5,0,22,1,22
79360,10,1,2,5,0,19,1,5
79361,6,1,2,2,0,21,1,7
79362,12,3,2,1,0,7,1,4
79363,12,3,1,5,1,9,1,7
79364,3,3,1,6,0,17,1,10
79365,18,0,2,2,0,23,1,9
79366,11,1,5,2,0,33,1,45
79367,15,2,1,0,0,8,1,2
79368,8,0,2,3,0,10,1,7
79369,3,0,2,5,0,8,1,4
79370,8,3,1,5,1,12,1,4
79371,9,0,3,6,0,12,1,9
79372,7,1,2,6,0,18,1,9
79373,9,1,3,5,0,7,1,9
79374,5,0,5,7,0,20,1,9
79375,1,1,1,4,0,22,2,7
79376,6,1,4,6,0,13,1,7
79377,17,3,3,9,0,37,2,0
79378,7,2,1,0,1,14,1,6
79379,3,1,2,2,0,8,1,6
79380,11,2,1,0,0,55,1,0
79381,6,1,4,7,0,12,1,6
79382,4,0,1,5,0,8,1,4
79383,2,4,1,8,1,26,1,3
79384,0,1,2,7,0,7,1,9
79385,0,1,1,5,0,35,1,0
79386,18,3,1,5,1,10,1,7
79387,10,3,1,5,1,14,1,9
79388,1,3,3,5,1,19,1,9
79389,13,3,1,5,1,13,1,11
79390,12,1,2,7,0,13,1,9
79391,0,2,3,6,0,31,1,2
79392,3,3,1,0,0,8,1,13
79393,8,1,1,3,0,8,1,5
79394,15,1,6,9,0,17,2,0
79395,10,0,3,6,0,17,1,1
79396,16,3,1,5,1,7,1,4
79397,12,3,1,5,1,11,1,1
79398,16,1,2,7,0,11,1,4
79399,1,3,1,5,1,7,1,9
79400,11,1,3,7,0,43,1,51
79401,1,0,4,6,0,28,1,0
79402,16,1,3,5,0,17,2,9
79403,15,1,3,9,0,14,1,9
79404,3,2,2,7,0,7,1,4
79405,15,3,3,1,0,18,1,1
79406,2,3,1,3,0,17,1,1
79407,6,0,1,5,0,11,1,7
79408,12,3,1,6,1,17,1,3
79409,14,1,4,4,0,18,1,24
79410,13,3,1,5,1,25,1,20
79411,1,0,1,5,0,14,1,13
79412,2,1,2,8,0,24,1,29
79413,11,1,3,7,0,35,1,0
79414,15,1,5,7,0,11,2,9
79415,7,4,1,4,1,30,1,11
79416,3,2,4,5,0,13,1,9
79417,13,1,3,9,0,8,3,9
79418,3,0,5,1,0,12,1,6
79419,15,2,1,1,0,13,1,17
79420,4,1,1,7,0,27,1,0
79421,4,2,2,8,0,25,1,9
79422,17,1,2,9,0,36,2,0
79423,13,3,1,5,1,11,1,3
79424,12,3,1,5,1,11,1,4
79425,0,3,1,5,1,16,1,2
79426,2,1,3,7,0,11,1,7
79427,13,1,3,6,0,34,1,4
79428,12,0,2,5,0,7,2,9
79429,0,3,1,5,1,21,1,17
79430,3,0,2,8,0,13,1,9
79431,11,1,3,9,0,14,1,44
79432,12,2,1,1,0,12,1,20
79433,18,1,3,9,0,7,2,0
79434,14,1,5,3,0,9,1,4
79435,13,1,1,1,0,33,1,1
79436,2,1,6,7,0,31,1,0
79437,6,0,1,1,0,9,2,3
79438,9,3,1,5,1,7,1,7
79439,15,2,2,0,0,13,2,3
79440,3,3,1,5,1,13,1,7
79441,9,0,4,3,0,21,1,6
79442,1,1,2,9,0,9,2,9
79443,0,0,1,5,0,32,1,0
79444,15,2,1,6,0,14,1,9
79445,5,3,1,5,1,28,1,7
79446,7,0,1,3,0,32,1,0
79447,17,3,2,5,1,11,2,9
79448,13,3,2,6,1,16,1,7
79449,13,4,1,3,0,10,1,9
79450,10,0,4,5,0,14,1,10
79451,0,1,4,7,0,28,1,0
79452,6,1,2,6,0,23,1,34
79453,12,0,4,1,0,18,1,4
79454,4,1,4,4,0,21,1,4
79455,5,3,1,5,1,7,1,4
79456,2,0,1,3,0,13,1,5
79457,9,1,2,9,0,23,2,9
79458,10,1,3,6,0,15,3,4
79459,11,1,2,6,0,14,2,3
79460,15,1,6,6,0,11,4,9
79461,8,1,1,3,0,12,1,5
79462,3,3,2,8,0,24,1,9
79463,3,1,5,7,0,11,1,9
79464,0,2,1,0,0,15,1,9
79465,10,3,1,5,1,8,1,16
79466,18,0,4,1,0,21,2,9
79467,12,3,2,5,0,25,1,0
79468,3,3,1,5,0,8,1,8
79469,4,1,3,5,0,22,2,7
79470,8,3,1,8,0,19,1,0
79471,8,0,1,2,0,7,1,16
79472,0,2,1,0,1,21,1,8
79473,1,1,2,6,1,12,1,4
79474,17,3,2,5,1,12,2,9
79475,16,3,1,5,1,10,1,17
79476,15,0,6,6,0,11,2,9
79477,3,3,1,5,1,12,1,17
79478,11,3,1,2,1,9,1,7
79479,10,0,1,7,0,12,1,8
79480,1,3,1,8,0,12,1,4
79481,1,2,1,0,1,17,1,7
79482,2,0,2,8,0,19,1,3
